use_id,crop,rate_value,rate_unit,rate_level,planting_method,workbook,product_identifier,region,target_pest,notes
cucurbits|Gourd|low|0.250|mg a.i./seed,Gourd,0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
"cucurbits|Gourd, bitter|high|0.750|mg a.i./seed","Gourd, bitter",0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=4; status=ASSESSMENT_DEFAULT
"cucurbits|Gourd, bitter|high|0.750|mg a.i./seed","Gourd, bitter",0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=4; status=ASSESSMENT_DEFAULT
"cucurbits|Gourd, bitter|low|0.250|mg a.i./seed","Gourd, bitter",0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=4; status=ASSESSMENT_DEFAULT
"cucurbits|Gourd, bitter|low|0.250|mg a.i./seed","Gourd, bitter",0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=4; status=ASSESSMENT_DEFAULT
cucurbits|Melon (excluding citron and watermelon)|high|0.750|mg a.i./seed,Melon (excluding citron and watermelon),0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=5; status=ASSESSMENT_DEFAULT
cucurbits|Melon (excluding citron and watermelon)|high|0.750|mg a.i./seed,Melon (excluding citron and watermelon),0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=5; status=ASSESSMENT_DEFAULT
cucurbits|Melon (excluding citron and watermelon)|low|0.250|mg a.i./seed,Melon (excluding citron and watermelon),0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=5; status=ASSESSMENT_DEFAULT
cucurbits|Melon (excluding citron and watermelon)|low|0.250|mg a.i./seed,Melon (excluding citron and watermelon),0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=5; status=ASSESSMENT_DEFAULT
"cucurbits|Melon, citron and watermelon|high|0.750|mg a.i./seed","Melon, citron and watermelon",0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=6; status=ASSESSMENT_DEFAULT
"cucurbits|Melon, citron and watermelon|high|0.750|mg a.i./seed","Melon, citron and watermelon",0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=6; status=ASSESSMENT_DEFAULT
"cucurbits|Melon, citron and watermelon|low|0.250|mg a.i./seed","Melon, citron and watermelon",0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=6; status=ASSESSMENT_DEFAULT
"cucurbits|Melon, citron and watermelon|low|0.250|mg a.i./seed","Melon, citron and watermelon",0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=6; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, summer|high|0.750|mg a.i./seed","Squash, summer",0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, summer|high|0.750|mg a.i./seed","Squash, summer",0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, summer|low|0.250|mg a.i./seed","Squash, summer",0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, summer|low|0.250|mg a.i./seed","Squash, summer",0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, winter|high|0.750|mg a.i./seed","Squash, winter",0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, winter|high|0.750|mg a.i./seed","Squash, winter",0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, winter|low|0.250|mg a.i./seed","Squash, winter",0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"cucurbits|Squash, winter|low|0.250|mg a.i./seed","Squash, winter",0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
